,cast,crew,id
3489,,,113279
3490,,,2094
3491,,,14906
3492,,,16176
3493,,,52770
3494,,,12518
3495,,,10567
3496,,,10642
3497,,,9285
3498,,,10569
3499,,,21879
3500,,,98502
3501,,,21484
3502,,,24918
3503,,,955
3504,,,8584
3505,,,47295
3506,,,11332
3507,,,16093
3508,,,29372
3509,,,962
3510,,,5483
3511,,,21060
3512,,,30588
3513,,,668
3514,,,23518
3515,,,691
3516,,,31353
3517,,,44018
3518,,,698
3519,,,682
3520,,,28973
3521,,,28974
3522,,,40685
3523,,,22994
3524,,,40639
3525,,,499
3526,,,9600
3527,,,120077
3528,,,38006
3529,,,2768
3530,,,42002
3531,,,40365
3532,,,24920
3533,,,21
3534,,,10911
3535,,,10102
3536,,,30308
3537,,,38688
3538,,,26912
3539,,,26278
3540,,,26953
3541,,,26954
3542,,,26956
3543,,,26957
3544,,,26958
3545,,,26959
3546,,,26960
3547,,,80287
3548,,,6003
3549,,,23939
3550,,,46614
3551,,,11072
3552,,,23069
3553,,,21299
3554,,,38802
3555,,,13368
3556,,,985
3557,,,14002
3558,,,541
3559,,,21137
3560,,,36724
3561,,,938
3562,,,10648
3563,,,11368
3564,,,10875
3565,,,2075
3566,,,1551
3567,,,22500
3568,,,10246
3569,,,19698
3570,,,23919
3571,,,18835
3572,,,26554
3573,,,15239
3574,,,28165
3575,,,28169
3576,,,15762
3577,,,169
3578,,,865
3579,,,9663
3580,,,26889
3581,,,10128
3582,,,9659
3583,,,8810
3584,,,9355
3585,,,1727
3586,,,635
3587,,,10068
3588,,,11495
3589,,,11428
3590,,,10117
3591,,,35936
3592,,,25562
3593,,,51763
3594,,,73079
3595,,,38921
3596,,,35463
3597,,,9679
3598,,,24587
3599,,,51333
3600,,,17771
3601,,,31610
3602,,,60005
3603,,,10264
3604,,,31657
3605,,,29204
3606,,,17814
3607,,,11879
3608,,,21128
3609,,,482
3610,,,592
3611,,,31593
3612,,,12611
3613,,,14328
3614,,,32047
3615,,,9040
3616,,,25364
3617,,,43002
3618,,,5121
3619,,,195
3620,,,6978
3621,,,3133
3622,,,643
3623,,,10571
3624,,,479
3625,,,7450
3626,,,31023
3627,,,25636
3628,,,41160
3629,,,47439
3630,,,207731
3631,,,7443
3632,,,2123
3633,,,2024
3634,,,17711
3635,,,2133
3636,,,29946
3637,,,25993
3638,,,28774
3639,,,46929
3640,,,11598
3641,,,9702
3642,,,117026
3643,,,9873
3644,,,16820
3645,,,14864
3646,,,15379
3647,,,12764
3648,,,27352
3649,,,8348
3650,,,24099
3651,,,17897
3652,,,28050
3653,,,16094
3654,,,16096
3655,,,20343
3656,,,13757
3657,,,11822
3658,,,90980
3659,,,26270
3660,,,37744
3661,,,494
3662,,,493
3663,,,12706
3664,,,4244
3665,,,4247
3666,,,20770
3667,,,1050
3668,,,1052
3669,,,20540
3670,,,23655
3671,,,1788
3672,,,32275
3673,,,36657
3674,,,44490
3675,,,47585
3676,,,1448
3677,,,36047
3678,,,2655
3679,,,12599
3680,,,33828
3681,,,93
3682,,,9278
3683,,,90715
3684,,,59181
3685,,,22167
3686,,,18118
3687,,,11940
3688,,,24167
3689,,,10276
3690,,,19380
3691,,,13783
3692,,,11624
3693,,,15867
3694,,,11686
3695,,,29263
3696,,,46754
3697,,,18702
3698,,,11830
3699,,,16110
3700,,,12107
3701,,,10401
3702,,,32640
3703,,,10641
3704,,,6282
3705,,,9383
3706,,,5551
3707,,,277726
3708,,,43079
3709,,,27723
3710,,,2360
3711,,,28043
3712,,,33468
3713,,,21866
3714,,,33408
3715,,,11589
3716,,,15158
3717,,,16139
3718,,,16146
3719,,,26515
3720,,,11856
3721,,,13567
3722,,,10860
3723,,,8420
3724,,,18391
3725,,,20850
3726,,,39473
3727,,,27452
3728,,,77571
3729,,,38548
3730,,,20438
3731,,,274868
3732,,,2211
3733,,,46991
3734,,,201581
3735,,,10391
3736,,,14195
3737,,,15665
3738,,,45905
3739,,,10393
3740,,,18168
3741,,,8843
3742,,,10643
3743,,,23618
3744,,,117262
3745,,,30946
3746,,,37136
3747,,,37137
3748,,,23283
3749,,,3110
3750,,,14698
3751,,,11694
3752,,,47434
3753,,,39891
3754,,,76891
3755,,,9651
3756,,,26865
3757,,,11398
3758,,,161687
3759,,,26244
3760,,,1588
3761,,,287821
3762,,,19150
3763,,,25128
3764,,,18153
3765,,,30910
3766,,,41282
3767,,,12211
3768,,,137236
3769,,,9995
3770,,,1698
3771,,,10480
3772,,,80713
3773,,,10685
3774,,,1619
3775,,,786
3776,,,14805
3777,,,51179
3778,,,46119
3779,,,18074
3780,,,170767
3781,,,77332
3782,,,27665
3783,,,29015
3784,,,10562
3785,,,201724
3786,,,12212
3787,,,14629
3788,,,16
3789,,,13785
3790,,,34299
3791,,,15752
3792,,,22597
3793,,,19348
3794,,,10637
3795,,,9003
3796,,,9064
3797,,,11569
3798,,,10434
3799,,,26484
3800,,,39113
3801,,,38126
3802,,,53617
3803,,,469
3804,,,2160
3805,,,2161
3806,,,3073
3807,,,911
3808,,,10973
3809,,,34077
3810,,,10787
3811,,,43109
3812,,,43230
3813,,,15855
3814,,,9507
3815,,,27475
3816,,,27764
3817,,,27767
3818,,,40760
3819,,,40446
3820,,,24664
3821,,,21370
3822,,,20455
3823,,,10461
3824,,,1485
3825,,,1597
3826,,,641
3827,,,10687
3828,,,63956
3829,,,6521
3830,,,10763
3831,,,100975
3832,,,16888
3833,,,10383
3834,,,21142
3835,,,78140
3836,,,2134
3837,,,18801
3838,,,18498
3839,,,28605
3840,,,42797
3841,,,13465
3842,,,27033
3843,,,20367
3844,,,71
3845,,,1636
3846,,,10647
3847,,,19204
3848,,,13762
3849,,,12207
3850,,,11531
3851,,,24100
3852,,,10783
3853,,,47302
3854,,,4327
3855,,,4958
3856,,,9678
3857,,,11978
3858,,,8870
3859,,,77434
3860,,,14295
3861,,,681
3862,,,11372
3863,,,8452
3864,,,10862
3865,,,8871
3866,,,34045
3867,,,16340
3868,,,10481
3869,,,10867
3870,,,10876
3871,,,9741
3872,,,79920
3873,,,146
3874,,,11849
3875,,,11983
3876,,,11678
3877,,,2669
3878,,,20721
3879,,,2609
3880,,,12714
3881,,,92603
3882,,,708
3883,,,1857
3884,,,10673
3885,,,2604
3886,,,10132
3887,,,11064
3888,,,107
3889,,,40820
3890,,,37716
3891,,,392
3892,,,8859
3893,,,11688
3894,,,12509
3895,,,3981
3896,,,711
3897,,,2046
3898,,,5001
3899,,,8358
3900,,,5994
3901,,,25520
3902,,,1493
3903,,,25660
3904,,,134
3905,,,62677
3906,,,21991
3907,,,10577
3908,,,21355
3909,,,29122
3910,,,11973
3911,,,1900
3912,,,44853
3913,,,10873
3914,,,26719
3915,,,31583
3916,,,15739
3917,,,15413
3918,,,2623
3919,,,11209
3920,,,13715
3921,,,19108
3922,,,8043
3923,,,43258
3924,,,10655
3925,,,75490
3926,,,42261
3927,,,34794
3928,,,9989
3929,,,18828
3930,,,9816
3931,,,20637
3932,,,5955
3933,,,125498
3934,,,77825
3935,,,220976
3936,,,66599
3937,,,17474
3938,,,11191
3939,,,2613
3940,,,22021
3941,,,22048
3942,,,17006
3943,,,26333
3944,,,16723
3945,,,2018
3946,,,31768
3947,,,287991
3948,,,47595
3949,,,18856
3950,,,10499
3951,,,37949
3952,,,83500
3953,,,47943
3954,,,74340
3955,,,5709
3956,,,11215
3957,,,26477
3958,,,10937
3959,,,4639
3960,,,96
3961,,,90
3962,,,11028
3963,,,57240
3964,,,67307
3965,,,19324
3966,,,19933
3967,,,12919
3968,,,15785
3969,,,31701
3970,,,31563
3971,,,12506
3972,,,89992
3973,,,70199
3974,,,39507
3975,,,62185
3976,,,24826
3977,,,30994
3978,,,17159
3979,,,10110
3980,,,18935
3981,,,764
3982,,,20287
3983,,,26964
3984,,,71881
3985,,,15658
3986,,,4918
3987,,,28368
3988,,,58084
3989,,,52780
3990,,,48149
3991,,,26156
3992,,,34101
3993,,,32054
3994,,,14464
3995,,,65501
3996,,,32227
3997,,,2614
3998,,,40962
3999,,,12704
4000,,,580
4001,,,24828
4002,,,13703
4003,,,36914
4004,,,1547
4005,,,42010
4006,,,2608
4007,,,32058
4008,,,10019
4009,,,11649
4010,,,84499
4011,,,13509
4012,,,63639
4013,,,30175
4014,,,51521
4015,,,34379
4016,,,22915
4017,,,24940
4018,,,37302
4019,,,10984
4020,,,843
4021,,,121091
4022,,,318
4023,,,12806
4024,,,9740
4025,,,10878
4026,,,47588
4027,,,10697
4028,,,7093
4029,,,16300
4030,,,19405
4031,,,1921
4032,,,44412
4033,,,21620
4034,,,23685
4035,,,12138
4036,,,48217
4037,,,6073
4038,,,39180
4039,,,35569
4040,,,25208
4041,,,82103
4042,,,19513
4043,,,
4044, 'id': 1648026, {'credit_id': '57824d57c3a3687e6e000457', 'gender': 2
4045,,,10050
4046,,,17203
4047,,,168485
4048,,,95682
4049,,,54968
4050,,,49929
4051,,,2302
4052,,,32686
4053,,,13889
4054,,,6028
4055,,,51802
4056,,,42148
4057,,,29492
4058,,,25447
4059,,,28410
4060,,,38545
4061,,,19490
4062,,,31151
4063,,,1888
4064,,,38805
4065,,,16618
4066,,,2428
4067,,,22013
4068,,,15598
4069,,,43332
4070,,,62127
4071,,,56137
4072,,,17965
4073,,,29067
4074,,,33250
4075,,,14460
4076,,,17466
4077,,,9594
4078,,,35976
4079,,,4986
4080,,,2453
4081,,,33676
4082,,,4587
4083,,,31004
4084,,,125099
4085,,,27859
4086,,,11454
4087,,,38718
4088,,,4192
4089,,,11607
4090,,,14052
4091,,,16889
4092,,,39934
4093,,,26580
4094,,,21309
4095,,,16263
4096,,,4985
4097,,,20704
4098,,,23730
4099,,,853
4100,,,10877
4101,,,5257
4102,,,77
4103,,,20322
4104,,,10833
4105,,,20309
4106,,,125093
4107,,,12658
4108,,,10054
4109,,,10646
4110,,,2575
4111,,,55
4112,,,65075
4113,,,44379
4114,,,2043
4115,,,4133
4116,,,56715
4117,,,10991
4118,,,15940
4119,,,26791
4120,,,44069
4121,,,68894
4122,,,634
4123,,,10956
4124,,,19366
4125,,,136558
4126,,,28308
4127,,,9519
4128,,,13898
4129,,,196280
4130,,,9290
4131,,,13166
4132,,,32590
4133,,,109472
4134,,,153141
4135,,,52654
4136,,,70282
4137,,,47643
4138,,,111
4139,,,32488
4140,,,10477
4141,,,12484
4142,,,2144
4143,,,24113
4144,,,118052
4145,,,1734
4146,,,38047
4147,,,8076
4148,,,4973
4149,,,8095
4150,,,849
4151,,,27223
4152,,,2981
4153,,,39266
4154,,,31863
4155,,,11307
4156,,,46498
4157,,,11163
4158,,,11035
4159,,,18691
4160,,,3784
4161,,,78133
4162,,,22829
4163,,,35717
4164,,,11936
4165,,,25221
4166,,,19494
4167,,,40842
4168,,,19357
4169,,,33743
4170,,,32924
4171,,,9062
4172,,,11174
4173,,,934
4174,,,9476
4175,,,37691
4176,,,115810
4177,,,10613
4178,,,19094
4179,,,14268
4180,,,5852
4181,,,808
4182,,,49453
4183,,,824
4184,,,37558
4185,,,676
4186,,,88727
4187,,,26813
4188,,,29572
4189,,,48109
4190,,,291675
4191,,,50541
4192,,,26255
4193,,,22414
4194,,,43329
4195,,,42233
4196,,,1406
4197,,,13554
4198,,,17664
4199,,,66035
4200,,,41050
4201,,,1632
4202,,,966
4203,,,12639
4204,,,301
4205,,,31527
4206,,,4988
4207,,,12623
4208,,,11896
4209,,,25538
4210,,,17971
4211,,,6498
4212,,,5923
4213,,,15497
4214,,,21876
4215,,,11090
4216,,,14034
4217,,,21056
4218,,,9397
4219,,,9705
4220,,,26475
4221,,,56934
4222,,,29937
4223,,,49922
4224,,,10364
4225,,,32458
4226,,,1089
4227,,,38043
4228,,,9967
4229,,,17494
4230,,,17465
4231,,,759
4232,,,10297
4233,,,29393
4234,,,10653
4235,,,21468
4236,,,9576
4237,,,22323
4238,,,31935
4239,,,126881
4240,,,52616
4241,,,10865
4242,,,1995
4243,,,10808
4244,,,9799
4245,,,644
4246,,,16161
4247,,,10691
4248,,,10615
4249,,,47596
4250,,,21488
4251,,,59733
4252,,,271462
4253,,,11826
4254,,,24470
4255,,,9301
4256,,,11444
4257,,,15564
4258,,,60670
4259,,,55551
4260,,,40880
4261,,,10992
4262,,,2140
4263,,,4248
4264,,,17612
4265,,,3134
4266,,,34899
4267,,,8217
4268,,,22478
4269,,,26483
4270,,,24382
4271,,,11286
4272,,,11950
4273,,,12236
4274,,,36245
4275,,,43342
4276,,,15875
4277,,,26573
4278,,,23439
4279,,,10728
4280,,,5991
4281,,,11697
4282,,,6106
4283,,,22477
4284,,,19200
4285,,,11300
4286,,,16211
4287,,,28650
4288,,,42780
4289,,,32569
4290,,,20075
4291,,,28430
4292,,,28794
4293,,,20197
4294,,,43316
4295,,,34689
4296,,,25690
4297,,,10238
4298,,,18929
4299,,,4789
4300,,,32595
4301,,,18030
4302,,,18988
4303,,,11536
4304,,,10339
4305,,,39875
4306,,,50031
4307,,,976
4308,,,69605
4309,,,65632
4310,,,29471
4311,,,4780
4312,,,11906
4313,,,11713
4314,,,9589
4315,,,12481
4316,,,13333
4317,,,13938
4318,,,10540
4319,,,9462
4320,,,82623
4321,,,2114
4322,,,8835
4323,,,11371
4324,,,78248
4325,,,9517
4326,,,25985
4327,,,15745
4328,,,24977
4329,,,36107
4330,,,113271
4331,,,58904
4332,,,103489
4333,,,13794
4334,,,13795
4335,,,103488
4336,,,73482
4337,,,38965
4338,,,47817
4339,,,31052
4340,,,10868
4341,,,9395
4342,,,14506
4343,,,5333
4344,,,4281
4345,,,2
4346,,,26044
4347,,,59797
4348,,,14911
4349,,,15592
4350,,,15267
4351,,,12710
4352,,,30502
4353,,,19382
4354,,,24679
4355,,,9599
4356,,,94440
4357,,,17170
4358,,,18509
4359,,,110428
4360,,,34604
4361,,,14441
4362,,,7520
4363,,,10126
4364,,,9602
4365,,,23752
4366,,,41952
4367,,,3980
4368,,,10127
4369,,,12702
4370,,,27397
4371,,,9748
4372,,,40095
4373,,,10651
4374,,,10141
4375,,,27362
4376,,,5680
4377,,,26386
4378,,,34053
4379,,,25884
4380,,,26355
4381,,,10675
4382,,,38982
4383,,,10130
4384,,,2617
4385,,,38615
4386,,,21362
4387,,,30690
4388,,,75889
4389,,,38500
4390,,,26723
4391,,,20443
4392,,,49365
4393,,,11347
4394,,,12144
4395,,,13704
4396,,,12505
4397,,,41963
4398,,,13482
4399,,,34014
4400,,,29739
4401,,,12120
4402,,,47818
4403,,,38617
4404,,,3543
4405,,,51321
4406,,,9604
4407,,,24929
4408,,,10925
4409,,,13965
4410,,,24266
4411,,,58434
4412,,,18197
4413,,,70842
4414,,,38909
4415,,,17126
4416,,,11503
4417,,,38558
4418,,,9717
4419,,,11966
4420,,,2605
4421,,,8740
4422,,,25497
4423,,,38560
4424,,,50203
4425,,,26798
4426,,,91445
4427,,,41428
4428,,,8337
4429,,,47493
4430,,,8463
4431,,,41974
4432,,,28176
4433,,,9493
4434,,,26603
4435,,,33172
4436,,,29095
4437,,,12582
4438,,,10001
4439,,,11352
4440,,,12500
4441,,,25678
4442,,,25682
4443,,,32049
4444,,,45225
4445,,,1648
4446,,,4105
4447,,,22711
4448,,,19124
4449,,,69828
4450,,,53150
4451,,,10142
4452,,,3064
4453,,,86093
4454,,,10134
4455,,,21291
4456,,,4925
4457,,,30352
4458,,,15142
4459,,,14550
4460,,,32075
4461,,,2210
4462,,,25005
4463,,,21721
4464,,,116014
4465,,,11828
4466,,,55699
4467,,,10551
4468,,,20713
4469,,,27461
4470,,,41969
4471,,,1380
4472,,,19157
4473,,,11465
4474,,,17190
4475,,,55059
4476,,,9085
4477,,,17819
4478,,,46786
4479,,,14776
4480,,,59585
4481,,,32855
4482,,,29185
4483,,,39787
4484,,,32059
4485,,,505
4486,,,4486
4487,,,10345
4488,,,10222
4489,,,12774
4490,,,14621
4491,,,19118
4492,,,14372
4493,,,15138
4494,,,9972
4495,,,9494
4496,,,17362
4497,,,9942
4498,,,8216
4499,,,4296
4500,,,24739
4501,,,39197
4502,,,9686
4503,,,27418
4504,,,39002
4505,,,43345
4506,,,31606
4507,,,27607
4508,,,37146
4509,,,20006
4510,,,8867
4511,,,12663
4512,,,331
4513,,,11467
4514,,,327
4515,,,1548
4516,,,13403
4517,,,869
4518,,,552
4519,,,36095
4520,,,33379
4521,,,196859
4522,,,47574
4523,,,2171
4524,,,87462
4525,,,20307
4526,,,19142
4527,,,41946
4528,,,10135
4529,,,32767
4530,,,56162
4531,,,24254
4532,,,19236
4533,,,32261
4534,,,60276
4535,,,12150
4536,,,11185
4537,,,47045
4538,,,18683
4539,,,12521
4540,,,12478
4541,,,49788
4542,,,31083
4543,,,30666
4544,,,25155
4545,,,65015
4546,,,24077
4547,,,9618
4548,,,16560
4549,,,31608
4550,,,22102
4551,,,6951
4552,,,11959
4553,,,2616
4554,,,7091
4555,,,249
4556,,,11342
4557,,,183
4558,,,32330
4559,,,24126
4560,,,8494
4561,,,26535
4562,,,41784
4563,,,27431
4564,,,2148
4565,,,42033
4566,,,11308
4567,,,23239
4568,,,53119
4569,,,31941
4570,,,19317
4571,,,27813
4572,,,57745
4573,,,2057
4574,,,9880
4575,,,5175
4576,,,21596
4577,,,41951
4578,,,11385
4579,,,4484
4580,,,11684
4581,,,44414
4582,,,44258
4583,,,20391
4584,,,12584
4585,,,70042
4586,,,1627
4587,,,11542
4588,,,17169
4589,,,39176
4590,,,33214
4591,,,19267
4592,,,2770
4593,,,12610
4594,,,1933
4595,,,13496
4596,,,21055
4597,,,24936
4598,,,80070
4599,,,10972
4600,,,207541
4601,,,1722
4602,,,9896
4603,,,26665
4604,,,125707
4605,,,9683
4606,,,2779
4607,,,2294
4608,,,10016
4609,,,26602
4610,,,37920
4611,,,22230
4612,,,206412
4613,,,13966
4614,,,742
4615,,,248757
4616,,,15104
4617,,,8922
4618,,,11065
4619,,,21118
4620,,,46727
4621,,,16314
4622,,,18885
4623,,,40508
4624,,,5922
4625,,,27346
4626,,,34223
4627,,,16307
4628,,,27681
4629,,,11370
4630,,,12508
4631,,,14033
4632,,,25462
4633,,,223346
4634,,,34714
4635,,,47161
4636,,,106230
4637,,,35176
4638,,,18734
4639,,,44321
4640,,,26661
4641,,,5998
4642,,,58062
4643,,,2176
4644,,,20857
4645,,,22617
4646,,,75386
4647,,,2185
4648,,,10696
4649,,,2034
4650,,,21538
4651,,,51722
4652,,,101860
4653,,,48834
4654,,,30379
4655,,,31016
4656,,,32567
4657,,,12537
4658,,,9028
4659,,,16180
4660,,,11521
4661,,,21028
4662,,,27327
4663,,,35200
4664,,,21242
4665,,,29756
4666,,,82523
4667,,,20115
4668,,,30295
4669,,,25767
4670,,,33725
4671,,,22874
4672,,,11576
4673,,,43860
4674,,,43802
4675,,,9660
4676,,,15393
4677,,,248
4678,,,40885
4679,,,25905
4680,,,21148
4681,,,1644
4682,,,12502
4683,,,66092
4684,,,10373
4685,,,13766
4686,,,16380
4687,,,12103
4688,,,11313
4689,,,9398
4690,,,35066
4691,,,45864
4692,,,55372
4693,,,292947
4694,,,10866
4695,,,34549
4696,,,9778
4697,,,34453
4698,,,58429
4699,,,16121
4700,,,40220
4701,,,166
4702,,,42787
4703,,,1623
4704,,,40932
4705,,,32027
4706,,,13550
4707,,,13612
4708,,,16769
4709,,,42158
4710,,,27958
4711,,,86463
4712,,,31703
4713,,,1716
4714,,,27059
4715,,,20681
4716,,,57743
4717,,,3172
4718,,,17708
4719,,,12780
4720,,,570
4721,,,1018
4722,,,25641
4723,,,16767
4724,,,102933
4725,,,11380
4726,,,27396
4727,,,26299
4728,,,984
4729,,,15559
4730,,,14811
4731,,,21741
4732,,,77670
4733,,,55727
4734,,,15560
4735,,,9585
4736,,,14267
4737,,,45929
4738,,,768
4739,,,2100
4740,,,11091
4741,,,3173
4742,,,27092
4743,,,23941
4744,,,18192
4745,,,11845
4746,,,9081
4747,,,167
4748,,,34043
4749,,,9378
4750,,,27444
4751,,,141
4752,,,10034
4753,,,11457
4754,,,10778
4755,,,78657
4756,,,67385
4757,,,151727
4758,,,11456
4759,,,
4760, 'job': 'Post Production Assistant', 'department': 'Sound', 'id': 8156
4761,,,10796
4762,,,23949
4763,,,11088
4764,,,9889
4765,,,140511
4766,,,133115
4767,,,45964
4768,,,32014
4769,,,13408
4770,,,671
4771,,,17731
4772,,,20794
4773,,,11469
4774,,,14369
4775,,,1535
4776,,,1433
4777,,,1999
4778,,,58098
4779,,,78076
4780,,,87774
4781,,,23847
4782,,,50785
4783,,,12472
4784,,,42258
4785,,,11834
4786,,,16085
4787,,,27405
4788,,,269
4789,,,16441
4790,,,11422
4791,,,31037
4792,,,40739
4793,,,10656
4794,,,32847
4795,,,39938
4796,,,38766
4797,,,43510
4798,,,35284
4799,,,14584
4800,,,58886
4801,,,72277
4802,,,5781
4803,,,23805
4804,,,34388
4805,,,39867
4806,,,11033
4807,,,69716
4808,,,37835
4809,,,33356
4810,,,3537
4811,,,38922
4812,,,27145
4813,,,8738
4814,,,28614
4815,,,3604
4816,,,6974
4817,,,26398
4818,,,42218
4819,,,10649
4820,,,42566
4821,,,17689
4822,,,34084
4823,,,15983
4824,,,14854
4825,,,10847
4826,,,33525
4827,,,27591
4828,,,299
4829,,,31945
4830,,,42160
4831,,,10650
4832,,,8007
4833,,,19076
4834,,,81442
4835,,,50562
4836,,,13503
4837,,,161
4838,,,43774
4839,,,31064
4840,,,31682
4841,,,8342
4842,,,55479
4843,,,4886
4844,,,228
4845,,,23111
4846,,,42597
4847,,,194
4848,,,11397
4849,,,1903
4850,,,11889
4851,,,28171
4852,,,9523
4853,,,9428
4854,,,1649
4855,,,11938
4856,,,43143
4857,,,35201
4858,,,42724
4859,,,24264
4860,,,27150
4861,,,26978
4862,,,19209
4863,,,8386
4864,,,12589
4865,,,12312
4866,,,11232
4867,,,120
4868,,,11086
4869,,,453
4870,,,18939
4871,,,12724
4872,,,11414
4873,,,31507
4874,,,42612
4875,,,18783
4876,,,12593
4877,,,14683
4878,,,10794
4879,,,43136
4880,,,45491
4881,,,5052
4882,,,37257
4883,,,8489
4884,,,855
4885,,,12660
4886,,,10269
4887,,,5279
4888,,,10950
4889,,,1365
4890,,,6440
4891,,,14580
4892,,,49410
4893,,,28296
4894,,,24206
4895,,,6037
4896,,,42987
4897,,,61418
4898,,,27099
4899,,,11857
4900,,,6312
4901,,,11595
4902,,,24166
4903,,,26337
4904,,,59066
4905,,,77985
4906,,,77074
4907,,,10170
4908,,,18317
4909,,,98491
4910,,,26686
4911,,,61934
4912,,,27273
4913,,,848
4914,,,9610
4915,,,15035
4916,,,16127
4917,,,31603
4918,,,32020
4919,,,33155
4920,,,4965
4921,,,11891
4922,,,11888
4923,,,150
4924,,,35263
4925,,,112
4926,,,125717
4927,,,20678
4928,,,15050
4929,,,10423
4930,,,11710
4931,,,17691
4932,,,27378
4933,,,57976
4934,,,651
4935,,,31955
4936,,,20620
4937,,,18647
4938,,,11362
4939,,,2637
4940,,,10229
4941,,,50819
4942,,,12659
4943,,,41870
4944,,,35650
4945,,,9606
4946,,,11447
4947,,,16550
4948,,,13915
4949,,,34723
4950,,,31674
4951,,,52744
4952,,,43340
4953,,,20009
4954,,,2084
4955,,,50225
4956,,,74692
4957,,,39775
4958,,,51044
4959,,,29475
4960,,,4267
4961,,,4031
4962,,,47871
4963,,,11594
4964,,,19562
4965,,,11870
4966,,,9884
4967,,,11535
4968,,,27593
4969,,,11212
4970,,,29887
4971,,,32484
4972,,,28345
4973,,,69928
4974,,,21921
4975,,,21845
4976,,,11528
4977,,,2441
4978,,,931
4979,,,17130
4980,,,10592
4981,,,8470
4982,,,16690
4983,,,39939
4984,,,9272
4985,,,14778
4986,,,19137
4987,,,32499
4988,,,8737
4989,,,33668
4990,,,39282
4991,,,40687
4992,,,37230
4993,,,993
4994,,,11698
4995,,,41357
4996,,,42458
4997,,,93427
4998,,,14475
4999,,,43715
5000,,,10052
5001,,,11979
5002,,,75151
5003,,,35868
5004,,,13791
5005,,,27824
5006,,,270306
5007,,,9991
5008,,,480
5009,,,44340
5010,,,18984
5011,,,25006
5012,,,23479
5013,,,66946
5014,,,19050
5015,,,38442
5016,,,108266
5017,,,108267
5018,,,39387
5019,,,15999
5020,,,614
5021,,,56133
5022,,,121703
5023,,,77955
5024,,,2752
5025,,,10590
5026,,,40723
5027,,,29039
5028,,,22910
5029,,,42517
5030,,,40364
5031,,,115332
5032,,,13225
5033,,,21380
5034,,,46717
5035,,,63510
5036,,,20465
5037,,,35614
5038,,,7219
5039,,,35810
5040,,,18649
5041,,,18646
5042,,,17058
5043,,,13950
5044,,,2135
5045,,,15186
5046,,,43997
5047,,,31651
5048,,,47869
5049,,,965
5050,,,33135
5051,,,10889
5052,,,16149
5053,,,54287
5054,,,25628
5055,,,65262
5056,,,10935
5057,,,44004
5058,,,22288
5059,,,32030
5060,,,119617
5061,,,29343
5062,,,39503
5063,,,7988
5064,,,15310
5065,,,17909
5066,,,22130
5067,,,26843
5068,,,27458
5069,,,14807
5070,,,14729
5071,,,46973
5072,,,8690
5073,,,39543
5074,,,39578
5075,,,3418
5076,,,30924
5077,,,14929
5078,,,75552
5079,,,18910
5080,,,24919
5081,,,26200
5082,,,24825
5083,,,38147
5084,,,24032
5085,,,26179
5086,,,4499
5087,,,11333
5088,,,425
5089,,,1576
5090,,,5851
5091,,,25014
5092,,,15647
5093,,,25110
5094,,,38880
5095,,,1391
5096,,,18172
5097,,,24248
5098,,,14605
5099,,,19797
5100,,,17804
5101,,,31805
5102,,,13861
5103,,,29021
5104,,,31812
5105,,,13006
5106,,,28213
5107,,,10627
5108,,,42750
5109,,,27930
5110,,,259557
5111,,,28124
5112,,,41034
5113,,,11563
5114,,,15119
5115,,,55792
5116,,,12705
5117,,,11006
5118,,,15120
5119,,,40072
5120,,,21629
5121,,,16026
5122,,,2371
5123,,,73134
5124,,,36586
5125,,,6020
5126,,,39541
5127,,,125764
5128,,,18292
5129,,,29394
5130,,,112942
5131,,,90974
5132,,,29402
5133,,,29396
5134,,,15028
5135,,,9275
5136,,,4547
5137,,,14635
5138,,,29135
5139,,,1791
5140,,,184835
5141,,,41756
5142,,,35651
5143,,,62956
5144,,,116904
5145,,,22784
5146,,,40814
5147,,,53426
5148,,,24585
5149,,,17990
5150,,,129542
5151,,,5678
5152,,,11560
5153,,,11452
5154,,,18435
5155,,,35944
5156,,,64310
5157,,,25501
5158,,,26851
5159,,,17487
5160,,,34276
5161,,,548
5162,,,11590
5163,,,1537
5164,,,12149
5165,,,44373
5166,,,11812
5167,,,35080
5168,,,441
5169,,,8346
5170,,,14168
5171,,,32617
5172,,,31671
5173,,,2565
5174,,,307
5175,,,15482
5176,,,45878
5177,,,6393
5178,,,12154
5179,,,11630
5180,,,25133
5181,,,21970
5182,,,11892
5183,,,9334
5184,,,36093
5185,,,35694
5186,,,10491
5187,,,70054
5188,,,18323
5189,,,18079
5190,,,110989
5191,,,35337
5192,,,59199
5193,,,11470
5194,,,16643
5195,,,1282
5196,,,21220
5197,,,52717
5198,,,69324
5199,,,11468
5200,,,292917
5201,,,19085
5202,,,73462
5203,,,26030
5204,,,10164
5205,,,42048
5206,,,62001
5207,,,28117
5208,,,40555
5209,,,28384
5210,,,46691
5211,,,27094
5212,,,26725
5213,,,17168
5214,,,48482
5215,,,56179
5216,,,5203
5217,,,13201
5218,,,9689
5219,,,557
5220,,,69850
5221,,,44768
5222,,,1815
5223,,,55106
5224,,,28289
5225,,,32037
5226,,,39154
5227,,,24767
5228,,,33796
5229,,,32221
5230,,,28466
5231,,,12227
5232,,,43643
5233,,,10985
5234,,,2251
5235,,,2894
5236,,,20712
5237,,,11240
5238,,,46592
5239,,,45186
5240,,,86483
5241,,,5425
